product_id,program_id,color_code,color_name,collection,cloth_code,source_page,source_price_group,ancillary_price_group,unit,status,exception
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1075,Cadet Gray,Patterns,AB0635,33,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1075,Cadet Gray,Patterns,AB0635,33,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1072,Olive Green,Patterns,AB0635,33,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1072,Olive Green,Patterns,AB0635,33,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1074,Camel,Patterns,AB0635,33,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1074,Camel,Patterns,AB0635,33,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1076,Cosmic Latte,Patterns,AB0636,33,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1076,Cosmic Latte,Patterns,AB0636,33,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1078,Ash Gray,Patterns,AB0636,33,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1078,Ash Gray,Patterns,AB0636,33,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1079,Dark Cerulean,Patterns,AB0636,33,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1079,Dark Cerulean,Patterns,AB0636,33,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1077,Charcoal,Patterns,AB0636,33,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1077,Charcoal,Patterns,AB0636,33,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1080,Snow White,Patterns,AB0637,33,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1080,Snow White,Patterns,AB0637,33,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1081,Field Drab,Patterns,AB0637,33,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1081,Field Drab,Patterns,AB0637,33,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1101,Moss Green,Patterns,AB0637,33,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1101,Moss Green,Patterns,AB0637,33,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1071,Woolen White,Patterns,AB0634,33,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1071,Woolen White,Patterns,AB0634,33,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1070,Woolen Gray,Patterns,AB0634,33,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1070,Woolen Gray,Patterns,AB0634,33,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1695,Gris Perle,Impressions,AA0361,34,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1695,Gris Perle,Impressions,AA0361,34,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1719,Almond Ash,Impressions,AA0361,34,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1719,Almond Ash,Impressions,AA0361,34,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1720,Rose Dust,Impressions,AA0361,34,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1720,Rose Dust,Impressions,AA0361,34,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1721,Coastal Sandstone,Impressions,AA0361,34,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1721,Coastal Sandstone,Impressions,AA0361,34,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1794,Ice White,Impressions,AA0361,34,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1794,Ice White,Impressions,AA0361,34,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1795,Warm White,Impressions,AA0361,34,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1795,Warm White,Impressions,AA0361,34,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1708,Glacier Blue,Louise,AB0681,34,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1708,Glacier Blue,Louise,AB0681,34,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1709,White Jade,Louise,AB0681,34,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1709,White Jade,Louise,AB0681,34,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1710,Light Apricot,Louise,AB0681,34,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1710,Light Apricot,Louise,AB0681,34,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_fabric_by_yard,norman_roman_fabric_by_yard_source,F1711,Sepia,Louise,AB0681,34,2,2,yards per cut,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified. September PG2 yard rate missing; July $150 not accepted."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1711,Sepia,Louise,AB0681,34,2,A,cover,documented destination; held,"Current dealer availability, ancillary dealer charges/freight/selling treatment and production save/reopen remain unverified."
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1050,,Libeco,,Retail absolute27/printed26,,C,cover,unresolved assortment exception,Listed in retail table but absent from current Roman fabric guide; no active offering invented.
norman_roman_pillow_covers,norman_roman_pillow_covers_source,F1055,,Libeco,,Retail absolute27/printed26,,B,cover,unresolved assortment exception,Listed in retail table but absent from current Roman fabric guide; no active offering invented.
roman / ancillary,,F0210,,Taylor,,2,,,,discontinued 2026-09-01,Historical identity remains readable; excluded from new ancillary selections.
